"Actual investments by state, technology, and quarter (2024 million USD)"

version:,2025_Q2.20250811.0
created:,Mon Aug 11 13:41:07 2025 (PDT)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Retail,ME,Zero Emission Vehicles,PHEV,2024-Q3,30.005789,Transport
Retail,ME,Zero Emission Vehicles,PHEV,2024-Q4,28.510333,Transport
Retail,ME,Zero Emission Vehicles,PHEV,2025-Q1,17.374736,Transport
Retail,ME,Zero Emission Vehicles,PHEV,2025-Q2,17.322431,Transport
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2021-Q3,1.139301,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2021-Q4,0.581044,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2022-Q4,0.486258,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Batteries,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2018-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2018-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2019-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2019-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2020-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2021-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2021-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2021-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Fuel Cells,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2018-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2018-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2019-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2019-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2020-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2021-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Micro Hydro,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q4,5.511411,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q1,10.988221,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q2,2.033715,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q3,1.672165,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q4,1.234609,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q1,1.177563,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q2,2.168240,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q3,4.231243,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q4,4.124191,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q1,6.418743,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q2,4.103322,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q3,6.305450,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q4,4.869818,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q2,0.155430,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q3,8.440807,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q4,3.287823,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q1,4.401210,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q2,2.161816,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q3,4.278810,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q4,3.758182,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q1,2.279584,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q2,4.471075,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q3,3.264055,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q4,5.211361,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q1,7.914312,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q2,6.390074,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q3,13.465605,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q4,7.427278,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2025-Q1,4.369569,Power
Retail,MI,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2025-Q2,7.571045,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2021-Q3,1.898835,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2021-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Batteries,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q3,0.320031,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q2,0.666730,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q1,0.622282,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected Micro Hydro,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2022-Q2,0.006313,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Direct Connected OnShoreWind,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2021-Q3,0.484203,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2021-Q4,0.036078,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Batteries,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q2,15.486243,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial OnShoreWind,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q1,2.068637,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q2,0.008217,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q3,0.057519,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q4,1.781041,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q1,1.242882,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q1,0.177634,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q3,1.116559,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q4,0.334651,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q2,0.017000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q3,0.828378,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q4,0.017000,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q1,0.166854,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q2,0.073656,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q3,0.518602,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q4,0.057121,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2025-Q1,0.011687,Power
Retail,MI,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2025-Q2,0.277572,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2018-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2018-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2019-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2019-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2020-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2021-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2021-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2021-Q4,24.720011,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2022-Q1,3.260605,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2022-Q2,3.870394,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2022-Q3,4.490261,Power
